Element Name,WhileCount,ConditionCount,RedundantCount,IfCount,ExceptionCount,ForeachCount,PrintCount,TotalAssertCount,SwitchCount,MysteryCount,ForCount,VerboseCount,ResourceOptimismCount,ThreadSleepCount,BadAssertCount,SensitiveCount,MagicNumberCount,Assertion Roulette,Eager Test,Mystery Guest,Sleepy Test,Unknown Test,Redundant Assertion,Dependent Test,Magic Number Test,Conditional Test Logic,EmptyTest,General Fixture,Sensitive Equality,Verbose Test,IgnoredTest,Resource Optimism,Duplicate Assert,Exception Catching Throwing,Print Statement,Lazy Test
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test10,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test12,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test13,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,0,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test14,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test15,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test20,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test23,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.sap.managementconsole.soap.axis.sapcontrol.DirEntryTest.test25,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test02,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test03,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test04,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test05,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test06,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test07,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test08,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test09,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test14,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test18,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test20,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelTest.test22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.gui.db.DriverInternalFrameTest.test00,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.gui.db.DriverInternalFrameTest.test01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.gui.db.DriverInternalFrameTest.test02,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.gui.db.DriverInternalFrameTest.test03,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.gui.db.DriverInternalFrameTest.test04,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.gui.db.DriverInternalFrameTest.test05,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.gui.db.DriverInternalFrameTest.test06,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.gui.db.DriverInternalFrameTest.test07,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.gui.db.DriverInternalFrameTest.test08,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.gui.db.DriverInternalFrameTest.test09,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.gui.db.DriverInternalFrameTest.test10,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.mainframe.action.ToggleTreeViewActionTest.test0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.mainframe.action.ToggleTreeViewActionTest.test1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.mainframe.action.ToggleTreeViewActionTest.test2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.mainframe.action.ToggleTreeViewActionTest.test3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.session.mainpanel.objecttree.ObjectTreeCellRendererTest.test0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.session.mainpanel.objecttree.ObjectTreeCellRendererTest.test1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.session.mainpanel.objecttree.ObjectTreeCellRendererTest.test2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.session.mainpanel.objecttree.ObjectTreeCellRendererTest.test3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test00,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test03,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test05,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test06,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test07,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test08,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test09,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test10,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test11,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test12,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test13,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test14,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test15,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test16,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test18,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test20,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test22,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test26,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test28,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test33,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test34,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.session.parser.kernel.ParserTest.test35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test02,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test03,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test04,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test05,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test06,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test07,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test08,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test09,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test11,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test12,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test13,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test14,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test15,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
net.sourceforge.squirrel_sql.client.update.gui.installer.PreLaunchHelperImplTest.test17,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
