AZOtherInstanceImpl,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/com/aelitis/azureus/core/instancemanager/impl\AZOtherInstanceImpl_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/com/aelitis/azureus/core/instancemanager/impl\AZOtherInstanceImpl.java
ExternalLoginWindow,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/com/aelitis/azureus/core/metasearch/impl\ExternalLoginWindow_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/com/aelitis/azureus/core/metasearch/impl\ExternalLoginWindow.java
NATTraverser,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/com/aelitis/azureus/core/nat\NATTraverser_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/com/aelitis/azureus/core/nat\NATTraverser.java
AZMessageDecoder,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/com/aelitis/azureus/core/peermanager/messaging/azureus\AZMessageDecoder_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/com/aelitis/azureus/core/peermanager/messaging/azureus\AZMessageDecoder.java
CertificationRequestInfo,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/bouncycastle/asn1/pkcs\CertificationRequestInfo_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/bouncycastle/asn1/pkcs\CertificationRequestInfo.java
ElGamalKeyParameters,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/bouncycastle/crypto/params\ElGamalKeyParameters_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/bouncycastle/crypto/params\ElGamalKeyParameters.java
ClientIDManagerImpl,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/pluginsimpl/local/clientid\ClientIDManagerImpl_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/pluginsimpl/local/clientid\ClientIDManagerImpl.java
Show,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/ui/console/commands\Show_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/ui/console/commands\Show.java
XML,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/ui/console/commands\XML_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/ui/console/commands\XML.java
MainMenu,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/ui/swt/mainwindow\MainMenu_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/ui/swt/mainwindow\MainMenu.java
TorrentOptionsView,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/ui/swt/views\TorrentOptionsView_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/ui/swt/views\TorrentOptionsView.java
FileHashItemBase,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/ui/swt/views/tableitems/files\FileHashItemBase_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/ui/swt/views/tableitems/files\FileHashItemBase.java
AnnounceCountItem,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/ui/swt/views/tableitems/mytracker\AnnounceCountItem_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/ui/swt/views/tableitems/mytracker\AnnounceCountItem.java
PeersItem,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/ui/swt/views/tableitems/tracker\PeersItem_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/104_vuze/evosuite-tests/org/gudy/azureus2/ui/swt/views/tableitems/tracker\PeersItem.java
NewParentNode,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/105_freemind/evosuite-tests/accessories/plugins\NewParentNode_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/105_freemind/evosuite-tests/accessories/plugins\NewParentNode.java
PreviewDialog,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/105_freemind/evosuite-tests/freemind/controller/printpreview\PreviewDialog_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/105_freemind/evosuite-tests/freemind/controller/printpreview\PreviewDialog.java
FileNodeModel,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/105_freemind/evosuite-tests/freemind/modes/filemode\FileNodeModel_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/105_freemind/evosuite-tests/freemind/modes/filemode\FileNodeModel.java
Module,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/106_checkstyle/evosuite-tests/com/atlassw/tools/eclipse/checkstyle/config\Module_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/106_checkstyle/evosuite-tests/com/atlassw/tools/eclipse/checkstyle/config\Module.java
ItemSet,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/107_weka/evosuite-tests/weka/associations\ItemSet_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/107_weka/evosuite-tests/weka/associations\ItemSet.java
Version,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/107_weka/evosuite-tests/weka/core\Version_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/107_weka/evosuite-tests/weka/core\Version.java
AlphabeticTokenizer,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/107_weka/evosuite-tests/weka/core/tokenizers\AlphabeticTokenizer_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/107_weka/evosuite-tests/weka/core/tokenizers\AlphabeticTokenizer.java
SubstringLabeler,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/107_weka/evosuite-tests/weka/gui/beans\SubstringLabeler_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/107_weka/evosuite-tests/weka/gui/beans\SubstringLabeler.java
HookHotDeployListener,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/deploy/hot\HookHotDeployListener_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/deploy/hot\HookHotDeployListener.java
PortalExecutorFactoryImpl,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/executor\PortalExecutorFactoryImpl_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/executor\PortalExecutorFactoryImpl.java
ClusterExecutorUtil,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/kernel/cluster\ClusterExecutorUtil_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/kernel/cluster\ClusterExecutorUtil.java
ProxyMessageListener,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/kernel/messaging/proxy\ProxyMessageListener_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/kernel/messaging/proxy\ProxyMessageListener.java
NotificationEventComparator,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/kernel/notifications\NotificationEventComparator_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/kernel/notifications\NotificationEventComparator.java
CronText,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/kernel/scheduler\CronText_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/kernel/scheduler\CronText.java
PortletImporter,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/lar\PortletImporter_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/lar\PortletImporter.java
OrganizationModelImpl,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/model/impl\OrganizationModelImpl_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/model/impl\OrganizationModelImpl.java
PortalHookChecker,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/security/pacl/checker\PortalHookChecker_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/security/pacl/checker\PortalHookChecker.java
TeamFinderImpl,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/service/persistence\TeamFinderImpl_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/service/persistence\TeamFinderImpl.java
ArrayApplicationContext,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/spring/context\ArrayApplicationContext_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portal/spring/context\ArrayApplicationContext.java
CalEventModelImpl,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portlet/calendar/model/impl\CalEventModelImpl_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portlet/calendar/model/impl\CalEventModelImpl.java
DLFileEntryModelImpl,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portlet/documentlibrary/model/impl\DLFileEntryModelImpl_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portlet/documentlibrary/model/impl\DLFileEntryModelImpl.java
PDFProcessorImpl,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portlet/documentlibrary/util\PDFProcessorImpl_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portlet/documentlibrary/util\PDFProcessorImpl.java
RepositoryModelCreateDateComparator,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portlet/documentlibrary/util/comparator\RepositoryModelCreateDateComparator_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portlet/documentlibrary/util/comparator\RepositoryModelCreateDateComparator.java
PollsChoiceModelImpl,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portlet/polls/model/impl\PollsChoiceModelImpl_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portlet/polls/model/impl\PollsChoiceModelImpl.java
ShoppingCategoryWrapper,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portlet/shopping/model\ShoppingCategoryWrapper_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/portlet/shopping/model\ShoppingCategoryWrapper.java
DefineObjectsTag,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/taglib/portlet\DefineObjectsTag_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/taglib/portlet\DefineObjectsTag.java
IconMinimizeTag,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/taglib/portletext\IconMinimizeTag_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/taglib/portletext\IconMinimizeTag.java
PwdGenerator,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/util\PwdGenerator_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/util\PwdGenerator.java
AxisServlet,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/util/axis\AxisServlet_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/108_liferay/evosuite-tests/com/liferay/util/axis\AxisServlet.java
AbstractDropper,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/109_pdfsam/evosuite-tests/org/pdfsam/guiclient/commons/dnd/droppers\AbstractDropper_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/109_pdfsam/evosuite-tests/org/pdfsam/guiclient/commons/dnd/droppers\AbstractDropper.java
isc_stmt_handle_impl,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/110_firebird/evosuite-tests/org/firebirdsql/gds/impl/wire\isc_stmt_handle_impl_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/110_firebird/evosuite-tests/org/firebirdsql/gds/impl/wire\isc_stmt_handle_impl.java
TestJava,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/19_jmca\TestJava_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/19_jmca\TestJava.java
ScriptOrFnScope,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/22_byuic\ScriptOrFnScope_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/22_byuic\ScriptOrFnScope.java
GetRevision,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/23_jwbf\GetRevision_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/23_jwbf\GetRevision.java
MapTilePane,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/27_gangup\MapTilePane_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/27_gangup\MapTilePane.java
ElementsPanel,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/35_corina\ElementsPanel_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/35_corina\ElementsPanel.java
IndexedString,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/39_diffi\IndexedString_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/39_diffi\IndexedString.java
AccessFileBufferFactory,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/43_lilith\AccessFileBufferFactory_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/43_lilith\AccessFileBufferFactory.java
AlarmSoundLoggingEventConsumer,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/43_lilith\AlarmSoundLoggingEventConsumer_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/43_lilith\AlarmSoundLoggingEventConsumer.java
LoggingEventWrapperProtobufDecoder,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/43_lilith\LoggingEventWrapperProtobufDecoder_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/43_lilith\LoggingEventWrapperProtobufDecoder.java
OpenPreviousDialog,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/43_lilith\OpenPreviousDialog_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/43_lilith\OpenPreviousDialog.java
ConnectionConsumer,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/44_summa/evosuite-tests/dk/statsbiblioteket/summa/common/rpc\ConnectionConsumer_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/44_summa/evosuite-tests/dk/statsbiblioteket/summa/common/rpc\ConnectionConsumer.java
DetailzieleAction,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/46_nutzenportfolio/evosuite-tests/ch/bfh/egov/nutzenportfolio/action\DetailzieleAction_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/46_nutzenportfolio/evosuite-tests/ch/bfh/egov/nutzenportfolio/action\DetailzieleAction.java
Capture,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/47_dvd-homevideo/evosuite-tests\Capture_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/47_dvd-homevideo/evosuite-tests\Capture.java
DbConnectionBroker,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/68_biblestudy/evosuite-tests/bible/util\DbConnectionBroker_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/68_biblestudy/evosuite-tests/bible/util\DbConnectionBroker.java
MacawStateEditor,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/69_lhamacaw/evosuite-tests/macaw/presentationLayer\MacawStateEditor_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/69_lhamacaw/evosuite-tests/macaw/presentationLayer\MacawStateEditor.java
VariableLabelTableModel,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/69_lhamacaw/evosuite-tests/macaw/presentationLayer\VariableLabelTableModel_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/69_lhamacaw/evosuite-tests/macaw/presentationLayer\VariableLabelTableModel.java
HL7CheckerImpl,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/75_openhre/evosuite-tests/com/browsersoft/openhre/hl7/impl/parser\HL7CheckerImpl_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/75_openhre/evosuite-tests/com/browsersoft/openhre/hl7/impl/parser\HL7CheckerImpl.java
EntryListView,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/78_caloriecount/evosuite-tests/com/lts/caloriecount/ui/entry\EntryListView_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/78_caloriecount/evosuite-tests/com/lts/caloriecount/ui/entry\EntryListView.java
JTableUtils,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/78_caloriecount/evosuite-tests/com/lts/swing/table\JTableUtils_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/78_caloriecount/evosuite-tests/com/lts/swing/table\JTableUtils.java
DaoFactory,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/7_sfmis\DaoFactory_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/7_sfmis\DaoFactory.java
EngineImpl,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/80_wheelwebtool/evosuite-tests/wheel\EngineImpl_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/80_wheelwebtool/evosuite-tests/wheel\EngineImpl.java
ActionRegistry,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/80_wheelwebtool/evosuite-tests/wheel/util\ActionRegistry_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/80_wheelwebtool/evosuite-tests/wheel/util\ActionRegistry.java
IFXObject,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/84_ifx-framework/evosuite-tests/org/sourceforge/ifx/basetypes\IFXObject_ESTest.java,C:/Users/maxim/OneDrive/Escritorio/Code/AuxTestRepo/arquivos/G01/84_ifx-framework/evosuite-tests/org/sourceforge/ifx/basetypes\IFXObject.java
